Sf Course C ID,Sf Course C Name,Sf Course C Course Start Date C Date,Sf Course C Course End Date C Date,Sf Course C Final Grade C
a1C36000008q7Y0EAI,Fundamentals of Economics,5/14/2018,7/1/2018,
a1C36000009tnnxEAA,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009JWgsEAG,Mathematics Review,5/14/2018,8/26/2018,
a1C36000009uumbEAA,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009dXGJEA2,Fundamentals of Economics,5/14/2018,7/1/2018,
a1C36000009HuWSEA0,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009deTiEAI,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009InxSEAS,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009fmtREAQ,English Review,5/14/2018,8/26/2018,
a1C36000009Ixl5EAC,Economics I,5/14/2018,7/1/2018,
a1C36000009t44UEAQ,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009cMasEAE,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009t44YEAQ,Excel in Bus Prob Solving,5/14/2018,7/1/2018,
a1C36000009dX90EAE,Technology Orientation,5/14/2018,7/1/2018,
a1C36000009t44gEAA,Climate Dynamics,5/14/2018,7/1/2018,
a1C36000009eKGNEA2,Fundamentals of Economics,5/14/2018,7/1/2018,
a1C36000009td0XEAQ,Environmental Science,5/14/2018,8/26/2018,
a1C36000009fPk3EAE,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000007HDvnEAG,Professionalism in Health Sci,5/14/2018,7/1/2018,
a1C36000009fmtVEAQ,Practical Spanish I,5/14/2018,7/1/2018,
a1C36000007IoPnEAK,Intro to Critical Thinking,5/14/2018,7/1/2018,
a1C36000009t44MEAQ,Intro to Critical Thinking,5/14/2018,7/1/2018,
a1C36000007eh8hEAA,Decision Theory in a Global Marketplace,5/14/2018,7/8/2018,
a1C36000009tMICEA2,Principles of Management,5/14/2018,7/1/2018,
a1C36000007f1aUEAQ,Nurse as Professional,5/14/2018,7/1/2018,
a1C36000009uumCEAQ,Management Information Systems,5/14/2018,7/1/2018,
a1C36000005lhHhEAI,Org Design and Delivery Sys,5/14/2018,7/8/2018,
a1C36000009uumKEAQ,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000007H2y6EAC,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009uumaEAA,Capstone,5/14/2018,8/26/2018,
a1C36000007HDvqEAG,Biology I (with Lab),5/14/2018,8/26/2018,
a1C36000009vDX8EAM,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000007HmtSEAS,Profession of Industrial/Organ,5/14/2018,6/24/2018,
a1C36000009tMIGEA2,English Composition II,5/14/2018,8/26/2018,
a1C36000007J2PnEAK,Contemporary Global Issues,5/14/2018,7/1/2018,
a1C36000007IoPyEAK,Introduction to Sociology,5/14/2018,7/1/2018,
a1C36000007f4uQEAQ,Nurse as Decision Maker,5/14/2018,7/1/2018,
a1C36000007J2PWEA0,Biology I (with Lab),5/14/2018,8/26/2018,
a1C36000008q7XpEAI,Computer Applications,5/14/2018,7/1/2018,
a1C36000007J2PpEAK,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009JErJEAW,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000007SbfKEAS,The Economics of Healthcare,5/14/2018,7/8/2018,
a1C36000009cxYnEAI,Human A and P with Lab,5/14/2018,8/26/2018,
a1C36000007h0c1EAA,Business Policy and Strategy,5/14/2018,7/8/2018,
a1C36000009dEEYEA2,Biology I (with Lab),5/14/2018,8/26/2018,
a1C36000007HmsZEAS,Introduction to Sociology,5/14/2018,7/1/2018,
a1C36000009fPTREA2,Organizational Development,5/14/2018,7/1/2018,
a1C36000007IoPqEAK,Art Appreciation I,5/14/2018,7/1/2018,
a1C36000009fPTlEAM,Principles of Management,5/14/2018,7/1/2018,
a1C36000008q7XqEAI,Economics I,5/14/2018,7/1/2018,
a1C36000009fPTpEAM,Nurse as Leader,5/14/2018,7/1/2018,
a1C36000008q7YREAY,Life Span Development,5/14/2018,7/1/2018,
a1C36000009fPTyEAM,Marketing,5/14/2018,7/1/2018,
a1C36000009HuWREA0,Intro to Psychology,5/14/2018,7/1/2018,
a1C36000009fPk1EAE,Biology I (with Lab),5/14/2018,8/26/2018,
a1C36000009bre7EAA,Intro to Critical Thinking,5/14/2018,7/1/2018,
a1C36000009sdzLEAQ,Effective Organizations: Theory and Practice,5/14/2018,7/8/2018,
a1C36000009breBEAQ,Environmental Science,5/14/2018,8/26/2018,
a1C36000009t44dEAA,Intro to Critical Thinking,5/14/2018,7/1/2018,
a1C36000009cxYfEAI,English Composition II,5/14/2018,8/26/2018,
a1C36000009tCcHEAU,English Review,5/14/2018,8/26/2018,
a1C36000009cxYjEAI,Marketing,5/14/2018,7/1/2018,
a1C36000009td0QEAQ,Excel in Bus Prob Solving,5/14/2018,7/1/2018,
a1C36000009fPThEAM,Intro to Psychology,5/14/2018,7/1/2018,
a1C36000009td0UEAQ,Excel in Bus Prob Solving,5/14/2018,7/1/2018,
a1C36000009fmtBEAQ,Environmental Science,5/14/2018,8/26/2018,
a1C36000009tnnvEAA,Biology I (with Lab),5/14/2018,8/26/2018,
a1C36000009t44SEAQ,Intro to Critical Thinking,5/14/2018,7/1/2018,
a1C36000009uulxEAA,Organizational Communication,5/14/2018,7/1/2018,
a1C36000009t44XEAQ,Excel in Bus Prob Solving,5/14/2018,7/1/2018,
a1C36000009uumEEAQ,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009tuxSEAQ,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009uumQEAQ,Intro to Critical Thinking,5/14/2018,7/1/2018,
a1C36000009uum5EAA,Biology I (with Lab),5/14/2018,8/26/2018,
a1C36000009uumhEAA,Contemporary Global Issues,5/14/2018,7/1/2018,
a1C36000009uumLEAQ,Hum World View 3500BCE-1650CE,5/14/2018,7/1/2018,
a1C36000009eKGIEA2,Biology I (with Lab),5/14/2018,8/26/2018,
a1C36000009cxYmEAI,Contemporary Global Issues,5/14/2018,7/1/2018,
a1C36000009fPTgEAM,Excel in Bus Prob Solving,5/14/2018,7/1/2018,
a1C36000009dXGKEA2,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009t44WEAQ,Professionalism in Health Sci,5/14/2018,7/1/2018,
a1C36000009fPToEAM,Research Writing,5/14/2018,7/1/2018,
a1C36000009tnnpEAA,Contemporary Global Issues,5/14/2018,7/1/2018,
a1C36000009fPTxEAM,Organization Theory and Design,5/14/2018,7/1/2018,
a1C36000009uum4EAA,Human A and P with Lab,5/14/2018,8/26/2018,
a1C36000009fPU2EAM,Marketing,5/14/2018,7/1/2018,
a1C36000009uumAEAQ,Microbiology,5/14/2018,8/26/2018,
a1C36000009t44REAQ,Life Span Development,5/14/2018,7/1/2018,
a1C36000009uumPEAQ,Basic InDesign,5/14/2018,7/1/2018,
a1C36000009tCcFEAU,Biology I (with Lab),5/14/2018,8/26/2018,
a1C36000008rUXTEA2,Nurse as Professional,5/14/2018,7/1/2018,
a1C36000009tMIPEA2,English Composition II,5/14/2018,8/26/2018,
a1C36000008rUXXEA2,Fundamentals of Economics,5/14/2018,7/1/2018,
a1C36000009td0PEAQ,Nurse as Decision Maker,5/14/2018,7/1/2018,
a1C36000008rUXAEA2,Excel in Bus Prob Solving,5/14/2018,7/1/2018,
a1C36000009td0TEAQ,Principles of Management,5/14/2018,7/1/2018,
a1C36000007IoPlEAK,Computer Applications,5/14/2018,7/1/2018,
a1C36000009tnnuEAA,Excel in Bus Prob Solving,5/14/2018,7/1/2018,
a1C36000007J2PeEAK,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009tuxREAQ,Contemporary Global Issues,5/14/2018,7/1/2018,
a1C36000007J2PmEAK,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009uulvEAA,Nurse as Professional,5/14/2018,7/1/2018,
a1C36000009InxNEAS,Intro to Psychology,5/14/2018,7/1/2018,
a1C36000009uumHEAQ,American Politics,5/14/2018,7/1/2018,
a1C36000009dEEVEA2,Principles of Management,5/14/2018,7/1/2018,
a1C36000007H2y9EAC,Environmental Science,5/14/2018,8/26/2018,
a1C36000009dX8zEAE,Basic InDesign,5/14/2018,7/1/2018,
a1C36000009InxREAS,Small Business Law,5/14/2018,7/1/2018,
a1C36000009eKGMEA2,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009Ixl4EAC,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009fmtQEAQ,Math Essentials,5/14/2018,8/26/2018,
a1C36000009fPTYEA2,Principles of Management,5/14/2018,7/1/2018,
a1C36000009fmtUEAQ,Introduction to Sociology,5/14/2018,7/1/2018,
a1C36000009fmtCEAQ,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009tuxMEAQ,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009tnnrEAA,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009uumVEAQ,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009uum7EAA,Principles of Management,5/14/2018,7/1/2018,
a1C36000007H2y4EAC,Earth Science (with Lab),5/14/2018,8/26/2018,
a1C36000009uumJEAQ,Intro to Critical Thinking,5/14/2018,7/1/2018,
a1C36000008q7XmEAI,Intro to Critical Thinking,5/14/2018,7/1/2018,
a1C36000009uumdEAA,Intro to Psychology,5/14/2018,7/1/2018,
a1C36000008q7YBEAY,Computer Applications,5/14/2018,7/1/2018,
a1C36000007H2y8EAC,Applied Chemistry with Lab,5/14/2018,8/26/2018,
a1C36000008q7YJEAY,English Review,5/14/2018,8/26/2018,
a1C36000007H2yCEAS,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009JWguEAG,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000008q7Y3EAI,Computer Hardware andOperation,5/14/2018,7/1/2018,
a1C36000009fPTfEAM,Principles of Management,5/14/2018,7/1/2018,
a1C36000008qwO9EAI,Computer Applications,5/14/2018,7/1/2018,
a1C36000009fPTvEAM,Environmental Science,5/14/2018,8/26/2018,
a1C36000009H1beEAC,Foundations for Professional S,5/14/2018,6/24/2018,
a1C36000009fPTzEAM,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009InxQEAS,Accounting I,5/14/2018,8/26/2018,
a1C36000009fmtPEAQ,Mathematics Review,5/14/2018,8/26/2018,
a1C36000009Ixl3EAC,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009tCcCEAU,Intro to Critical Thinking,5/14/2018,7/1/2018,
a1C36000009Ixl7EAC,Ldr Development and Change Mgt,5/14/2018,7/1/2018,
a1C36000009tMIQEA2,Excel in Bus Prob Solving,5/14/2018,7/1/2018,
a1C36000009cfPxEAI,Accounting I,5/14/2018,8/26/2018,
a1C36000009uumIEAQ,English Composition II,5/14/2018,8/26/2018,
a1C36000009cxYpEAI,Human Resource Management,5/14/2018,7/1/2018,
a1C36000009uumUEAQ,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009eKGHEA2,Introduction to Sociology,5/14/2018,7/1/2018,
a1C36000007HmsYEAS,Intro to Psychology,5/14/2018,7/1/2018,
a1C36000009eKGLEA2,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000007HmuYEAS,Leadership and Team Developmt,5/14/2018,7/8/2018,
a1C36000009fPTrEAM,Mathematics Review,5/14/2018,8/26/2018,
a1C36000007IoPpEAK,Intro to Psychology,5/14/2018,7/1/2018,
a1C36000009tMIMEA2,Accounting I,5/14/2018,8/26/2018,
a1C36000007J2PkEAK,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009tuxPEAQ,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000007SwgSEAS,Introduction to Statistics (GT-MA1),5/14/2018,7/8/2018,
a1C36000009uulyEAA,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000007f4uTEAQ,Nurse as Teacher,5/14/2018,7/1/2018,
a1C36000009uum2EAA,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000005ooYxEAI,Cloud Computing and Big Data,5/14/2018,7/8/2018,
a1C36000009uumYEAQ,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000007HDvoEAG,Introduction to Sociology,5/14/2018,7/1/2018,
a1C36000007H2y5EAC,Research Writing,5/14/2018,7/1/2018,
a1C36000007f1aMEAQ,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000007IoPtEAK,Excellence in Nursing,5/14/2018,7/1/2018,
a1C36000008q7Y9EAI,Fundamentals of Economics,5/14/2018,7/1/2018,
a1C36000007SbfUEAS,Principles of Finance,5/14/2018,7/8/2018,
a1C36000009HuWZEA0,Intro to Critical Thinking,5/14/2018,7/1/2018,
a1C36000007f4uPEAQ,Intro to Psychology,5/14/2018,7/1/2018,
a1C36000009IfNYEA0,Marketing,5/14/2018,7/1/2018,
a1C36000007h8DsEAI,Hum World View 1650CE-Present,5/14/2018,7/1/2018,
a1C36000009fPTTEA2,Nurse as Professional,5/14/2018,7/1/2018,
a1C36000007H2y3EAC,Nurse as Professional,5/14/2018,7/1/2018,
a1C36000009fPTjEAM,Ethical Legal Iss of Hlthcare,5/14/2018,7/1/2018,
a1C36000007IoPsEAK,Contemporary Global Issues,5/14/2018,7/1/2018,
a1C36000009fPTnEAM,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000007SbfPEAS,Healthcare Operations Management,5/14/2018,7/8/2018,
a1C36000009fmtTEAQ,Ethical Legal Iss of Hlthcare,5/14/2018,7/1/2018,
a1C36000007f4uSEAQ,Inferential Statistics,5/14/2018,8/26/2018,
a1C36000009tMIKEA2,American History,5/14/2018,7/1/2018,
a1C36000007h0cBEAQ,Information Systems Analysis and Design,5/14/2018,7/8/2018,
a1C36000009tnntEAA,Biology I (with Lab),5/14/2018,8/26/2018,
a1C36000008q7XuEAI,English Composition II,5/14/2018,8/26/2018,
a1C36000009uum3EAA,Mathematics Review,5/14/2018,8/26/2018,
a1C36000008q7YAEAY,Excel in Bus Prob Solving,5/14/2018,7/1/2018,
a1C36000009HuWUEA0,Introduction to Business,5/14/2018,7/1/2018,
a1C36000008qctbEAA,Quality and Performance Improvement in Healthcare,5/14/2018,7/8/2018,
a1C36000009bre8EAA,Research Writing,5/14/2018,7/1/2018,
a1C36000009JErLEAW,English Review,5/14/2018,8/26/2018,
a1C36000009breCEAQ,First Year Experience Seminar,5/14/2018,8/26/2018,
a1C36000009bre9EAA,Accounting I,5/14/2018,8/26/2018,
a1C36000009cxYgEAI,Business Statistics,5/14/2018,8/26/2018,
a1C36000009dXGIEA2,Intro to Psychology,5/14/2018,7/1/2018,
a1C36000009cxYkEAI,Microbiology,5/14/2018,8/26/2018,
a1C36000009fPU1EAM,Biology I (with Lab),5/14/2018,8/26/2018,
a1C36000009cxYoEAI,Accounting I,5/14/2018,8/26/2018,
a1C36000009t44QEAQ,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009fPTsEAM,Marketing,5/14/2018,7/1/2018,
a1C36000009tCcDEAU,Biology I (with Lab),5/14/2018,8/26/2018,
a1C36000009fmtDEAQ,Biology I (with Lab),5/14/2018,8/26/2018,
a1C36000009td0OEAQ,Contemporary Global Issues,5/14/2018,7/1/2018,
a1C36000009t44aEAA,Ethical Legal Iss of Hlthcare,5/14/2018,7/1/2018,
a1C36000009uumGEAQ,Technology Orientation,5/14/2018,7/1/2018,
a1C36000009td0REAQ,Accounting I,5/14/2018,8/26/2018,
a1C36000009uumeEAA,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009tnnwEAA,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009JErKEAW,Mathematics Review,5/14/2018,8/26/2018,
a1C36000009tuxTEAQ,Ethical Legal Iss of Hlthcare,5/14/2018,7/1/2018,
a1C36000009dX91EAE,Intro to Psychology,5/14/2018,7/1/2018,
a1C36000009uum6EAA,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009fPU0EAM,Research Writing,5/14/2018,7/1/2018,
a1C36000009uumNEAQ,First Year Experience Seminar,5/14/2018,7/1/2018,
a1C36000009tCVQEA2,U.S. History I (GT-HI1),5/14/2018,7/8/2018,
a1C36000009uumiEAA,Personal Wellness,5/14/2018,7/1/2018,
a1C36000009td0VEAQ,Hum World View 3500BCE-1650CE,5/14/2018,7/1/2018,
a1C36000009uumTEAQ,Nurse as Professional,5/14/2018,7/1/2018,
a1C36000009uumcEAA,English Review,5/14/2018,8/26/2018,
a1C36000007VDTTEA4,Marketing,5/10/2018,6/20/2018,
a1C36000005mZ1CEAU,Marketing,5/10/2018,6/20/2018,
a1C36000008Mj1HEAS,Interpersonal Leadership,5/10/2018,6/20/2018,
a1C36000008Mj1wEAC,Communications in Business,5/10/2018,6/20/2018,
a1C36000005kvRsEAI,Generating. Rev. Non-Prof Org,5/9/2018,6/19/2018,
a1C36000008qeJcEAI,Dec Making in a Global Envir,5/9/2018,6/19/2018,
a1C36000004u0B6EAI,Project Quality,5/8/2018,6/18/2018,
a1C36000008MEU0EAO,Operations Management,5/8/2018,6/18/2018,
a1C36000009cTZqEAM,High School Completion Program,5/8/2018,6/14/2018,
a1C36000005lBM2EAM,Human Resources in Healthcare,5/8/2018,6/18/2018,
a1C36000008KtemEAC,Business Intelligence,5/7/2018,6/17/2018,
a1C36000008LK8dEAG,Business Intelligence,5/7/2018,6/17/2018,
a1C36000008qXnPEAU,Strategic Management,5/3/2018,6/13/2018,
a1C36000004u09KEAQ,Qualitative Analysis,5/2/2018,6/12/2018,
a1C36000008qnlPEAQ,Foundation of Business Comm,5/2/2018,6/12/2018,
a1C36000004u0BfEAI,Human Res Mgt Capstone Project,5/2/2018,6/12/2018,
a1C36000008nwklEAA,Foundation of Business Comm,5/2/2018,6/12/2018,
a1C36000004u06IEAQ,Human Res Mgt Capstone Project,5/2/2018,6/12/2018,
a1C36000008oNQEEA2,High School Completion Program,5/1/2018,5/31/2018,
a1C36000009ui1OEAQ,Spanish I,5/1/2018,9/1/2018,
a1C36000009tDaMEAU,Term 2,5/1/2018,10/31/2018,
a1C36000009tXnxEAE,Term 3,5/1/2018,10/31/2018,
a1C36000008Kb2vEAC,Term 3,5/1/2018,10/30/2018,
a1C36000009uvGuEAI,Spanish I,5/1/2018,9/1/2018,
a1C36000008q8YSEAY,IT Infrastructure,5/1/2018,6/11/2018,
a1C36000009tDZTEA2,Term 2,5/1/2018,10/31/2018,
a1C36000009tDWtEAM,Term 1,5/1/2018,10/31/2018,
a1C36000009tYCqEAM,Term 3,5/1/2018,10/31/2018,Passed
a1C36000007UxS1EAK,Penn Foster High School,4/30/2018,5/29/2018,
a1C36000008oJcyEAE,High School Completion,4/30/2018,5/30/2018,
a1C36000007InjcEAC,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009egGAEAY,High School Completion Program,4/30/2018,7/30/2018,
a1C36000007J4i3EAC,HVAC Career Diploma,4/30/2018,2/28/2019,
a1C36000007IIsMEAW,Carpentry Career Diploma,4/30/2018,2/28/2019,
a1C36000009HuJjEAK,High School Completion,4/30/2018,5/29/2018,
a1C36000007glZuEAI,High School Completion,4/30/2018,5/29/2018,
a1C36000009cz6VEAQ,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009IIbDEAW,High School Completion Program,4/30/2018,5/29/2018,
a1C36000009d5z6EAA,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009br6sEAA,Introduction to Programming in C++,4/30/2018,8/31/2018,
a1C36000009ddPuEAI,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009coBREAY,High School Completion Program,4/30/2018,7/29/2018,
a1C36000009efsMEAQ,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009d6hSEAQ,High School Completion Program,4/30/2018,7/30/2018,
a1C36000007IXdYEAW,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009epiHEAQ,Carpentry Career Diploma,4/30/2018,2/28/2019,
a1C36000009cycBEAQ,High School Completion Program,4/30/2018,7/30/2018,
a1C36000007IVxMEAW,High School Completion Program,4/30/2018,7/30/2018,
a1C36000007ImcKEAS,High School Completion Program,4/30/2018,7/30/2018,
a1C36000007Inp1EAC,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009t0UDEAY,High School Completion,4/30/2018,5/30/2018,
a1C36000007J8b4EAC,High School Completion Program,4/30/2018,7/30/2018,
a1C36000007In1TEAS,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009cagPEAQ,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009sxjFEAQ,High School Completion,4/30/2018,7/30/2018,
a1C36000009czEjEAI,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009sxvMEAQ,High School Completion,4/30/2018,7/30/2018,
a1C36000009d6IpEAI,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009sy7XEAQ,High School Completion,4/30/2018,7/30/2018,
a1C36000009d7GYEAY,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009syGKEAY,High School Completion,4/30/2018,7/30/2018,
a1C36000009egVtEAI,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009sydUEAQ,High School Completion,4/30/2018,7/30/2018,
a1C36000009eplGEAQ,Carpentry Career Diploma,4/30/2018,2/28/2019,
a1C36000009t0tcEAA,High School Completion,4/30/2018,7/30/2018,
a1C36000007ImBNEA0,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009t0uzEAA,High School Completion,4/30/2018,7/30/2018,
a1C36000007ITvWEAW,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009t0y8EAA,High School Completion,4/30/2018,7/30/2018,
a1C36000009sxrIEAQ,High School Completion,4/30/2018,7/30/2018,
a1C36000009t12eEAA,High School Completion,4/30/2018,7/30/2018,
a1C36000009syCSEAY,High School Completion,4/30/2018,7/30/2018,
a1C36000009sxiMEAQ,High School Completion,4/30/2018,7/30/2018,
a1C36000009syVmEAI,High School Completion,4/30/2018,7/30/2018,
a1C36000009sxr8EAA,High School Completion,4/30/2018,7/30/2018,
a1C36000009sykQEAQ,High School Completion,4/30/2018,7/30/2018,
a1C36000009sy0gEAA,High School Completion,4/30/2018,5/30/2018,
a1C36000009sytfEAA,High School Completion,4/30/2018,7/30/2018,
a1C36000009syG5EAI,High School Completion,4/30/2018,7/30/2018,
a1C36000009sz1yEAA,High School Completion,4/30/2018,7/30/2018,
a1C36000009sySkEAI,High School Completion,4/30/2018,7/30/2018,
a1C36000009sz5WEAQ,High School Completion,4/30/2018,7/30/2018,
a1C36000009sygEEAQ,High School Completion,4/30/2018,7/30/2018,
a1C36000009szBoEAI,High School Completion,4/30/2018,7/30/2018,
a1C36000009sysmEAA,High School Completion,4/30/2018,7/30/2018,
a1C36000007ImlgEAC,Appliance Repair Career Diploma,4/30/2018,2/28/2019,
a1C36000009sz0bEAA,High School Completion,4/30/2018,7/30/2018,
a1C36000009d6NaEAI,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009t0tSEAQ,High School Completion,4/30/2018,5/30/2018,
a1C36000009sxuWEAQ,High School Completion,4/30/2018,7/30/2018,
a1C36000009t11CEAQ,High School Completion,4/30/2018,7/30/2018,
a1C36000009sy5qEAA,High School Completion,4/30/2018,7/30/2018,
a1C36000009cpclEAA,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009syB5EAI,High School Completion,4/30/2018,7/30/2018,
a1C36000009dhonEAA,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009sydAEAQ,High School Completion,4/30/2018,7/30/2018,
a1C36000009syxSEAQ,High School Completion,4/30/2018,7/30/2018,
a1C36000009syxDEAQ,High School Completion,4/30/2018,7/30/2018,
a1C36000007HkSDEA0,HVAC Career Diploma,4/30/2018,2/28/2019,
a1C36000009sz3uEAA,High School Completion,4/30/2018,7/30/2018,
a1C36000007SvV9EAK,Applied Mathematics,4/30/2018,6/24/2018,
a1C36000009szAbEAI,High School Completion,4/30/2018,7/30/2018,
a1C36000009fPTGEA2,Intro to Statistics,4/30/2018,6/24/2018,
a1C36000009szE9EAI,High School Completion,4/30/2018,7/30/2018,
a1C36000009tCYpEAM,Info Fluency & Acad Integrity,4/30/2018,6/24/2018,
a1C36000009t08bEAA,High School Completion,4/30/2018,5/30/2018,
a1C36000009tCYxEAM,Human Resource Foundations,4/30/2018,6/24/2018,
a1C36000007IU34EAG,High School Completion Program,4/30/2018,7/30/2018,
a1C36000009tCYoEAM,Data Analys Decision Making,4/30/2018,6/24/2018,
a1C36000009egobEAA,Penn Foster High School,4/30/2018,5/30/2018,
a1C36000009tCZ8EAM,Intercultural Comm,4/30/2018,6/24/2018,
a1C36000009taH8EAI,Electrician Career Diploma,4/30/2018,2/28/2019,
a1C36000004t4irEAA,Business Finance,4/30/2018,6/24/2018,
a1C36000008ouaKEAQ,Intro to Statistics,4/30/2018,6/24/2018,
a1C36000004tHdOEAU,Lead in Diverse & Multicul Org,4/30/2018,6/24/2018,
a1C36000009tCYtEAM,Fin Reporting & Analy,4/30/2018,6/24/2018,
a1C36000005mjlVEAQ,Found of Org Lead,4/30/2018,6/24/2018,
a1C36000009fmrsEAA,Info Fluency & Acad Integrity,4/30/2018,6/24/2018,
a1C36000005mjlZEAQ,Educ & Soci in 21st Cent,4/30/2018,6/24/2018,
a1C36000009tCZ0EAM,Fin Reporting & Analy,4/30/2018,6/24/2018,
a1C36000007SvUYEA0,Human Resource Foundations,4/30/2018,6/24/2018,
a1C36000004NBufEAG,Abnormal Psychology,4/30/2018,6/24/2018,
a1C36000007SvUdEAK,Human Nutrition,4/30/2018,6/24/2018,
a1C36000004NJDAEA4,Multicultural Ethics,4/30/2018,6/24/2018,
a1C36000007Tz5aEAC,High School Completion Program,4/30/2018,5/29/2018,
a1C36000004t4etEAA,Applied Behavioral Analysis,4/30/2018,6/24/2018,
a1C36000007VDTIEA4,Data Analys Decision Making,4/30/2018,6/24/2018,
a1C36000004t4izEAA,Business Finance,4/30/2018,6/24/2018,
a1C36000007VEjZEAW,High School Completion Program,4/30/2018,5/29/2018,
a1C36000004t4jWEAQ,Litigation and Trial Advocacy,4/30/2018,6/24/2018,
a1C36000007hAtmEAE,High School Completion,4/30/2018,5/29/2018,
a1C36000005mjlMEAQ,Musical Cultures of the World,4/30/2018,6/24/2018,
a1C36000008MQHEEA4,Liberal Arts Core Found,4/30/2018,6/24/2018,
a1C36000005olBsEAI,Abnormal Psychology,4/30/2018,6/24/2018,
a1C36000008NgP0EAK,High School Completion Program,4/30/2018,5/29/2018,
a1C36000006v3T1EAI,Intro to Admin of Crim Justice,4/30/2018,6/24/2018,
a1C36000004t4esEAA,Physiological Psychology,4/30/2018,6/24/2018,
a1C36000007IjtjEAC,Anatomy & Physiology II + Lab,4/30/2018,8/31/2018,
a1C36000004t4j8EAA,Applied Criminology,4/30/2018,6/24/2018,
a1C36000007SvUnEAK,Data Analys Decision Making,4/30/2018,6/24/2018,
a1C36000004tHdqEAE,Research & Analytical Thinking,4/30/2018,6/24/2018,
a1C36000007SvVBEA0,Youth at Risk,4/30/2018,6/24/2018,
a1C36000005mws3EAA,Foundations of Law,4/30/2018,6/24/2018,
a1C36000004t4gNEAQ,Info System Security,4/30/2018,6/24/2018,
a1C36000006vESDEA2,Child Growth and Development,4/30/2018,6/24/2018,
a1C36000004t4hXEAQ,Res Meth for the Behav Sci,4/30/2018,6/24/2018,
a1C36000007SvcJEAS,Liberal Arts Core Found,4/30/2018,6/24/2018,
a1C36000004t4iwEAA,International Marketing,4/30/2018,6/24/2018,
a1C36000007f1aGEAQ,Liberal Arts Core Found,4/30/2018,6/24/2018,
a1C36000005mjlLEAQ,Liberal Arts Core Found,4/30/2018,6/24/2018,
