,Sf Contact ID,Sf Opportunity ID,Sf Course C ID,Sf Course C Name,Sf Course C Course Start Date C Date,Sf Course C Course End Date C Date,Sf Course C Final Grade C,Sf Opportunity Application Type C,Sf Opportunity Program Category,Sf Opportunity Program C
24832,0033600001UTks7AAD,0063600000Wd7jFAAR,a1C36000008oualEAA,Student Success Strategies,1/8/2018,3/4/2018,,Brandman University,University,Associate of Arts in General Education
24833,0033600001UTks7AAD,0063600000Wd7jFAAR,a1C36000008q2L6EAI,Student Success Strategies,3/5/2018,4/29/2018,,Brandman University,University,Associate of Arts in General Education
24834,0033600001UTks7AAD,0063600000Wd7jFAAR,a1C36000008ouaJEAQ,Human Nutrition,3/5/2018,4/29/2018,,Brandman University,University,Associate of Arts in General Education
24835,0033600001UTks7AAD,0063600000Wd7jFAAR,a1C36000008ouanEAA,Writing & Rhetoric,4/30/2018,6/24/2018,,Brandman University,University,Associate of Arts in General Education
24836,0033600001UTks7AAD,0063600000Wd7jFAAR,a1C36000008ouaUEAQ,Public Speaking I,6/25/2018,8/19/2018,,Brandman University,University,Associate of Arts in General Education
24837,0033600001SeCKpAAN,0063600000Wd8hCAAR,a1C36000007TKbPEAW,Biology I (with Lab),1/16/2018,5/6/2018,,Wilmington University,University,"B.S. in Health Sciences, Prehealth Professional Focus"
24838,0033600001VN7JAAA1,0063600000WdBXgAAN,a1C36000007TCPzEAO,Leadership Skills for Professionals,1/22/2018,3/23/2018,A,Guild Education,Lead Gen - Post Secondary,Leadership Skills for Professionals
24839,0033600001VNb8QAAT,0063600000WdCUqAAN,a1C36000007TD5mEAG,Developmental Writing - 8 Week,1/22/2018,3/23/2018,A,Guild Education,Lead Gen - Post Secondary,Developmental Writing - 8 Week
24840,00336000019GL3zAAG,0063600000WdCdgAAF,a1C36000007TDB2EAO,Introduction to English for Hospitality Employees,1/22/2018,3/9/2018,C,Guild Education,ELL Program,Introduction to English for Hospitality Employees
24841,0033600001DIWi4AAH,0063600000WdE4FAAV,a1C36000007VDTfEAO,Introduction to Sociology,3/12/2018,6/2/2018,,Bellevue University,University,Bachelor of Science in Marketing
24842,0033600001DIWi4AAH,0063600000WdE4FAAV,a1C36000007VDTMEA4,For Love of Wisdom,3/12/2018,6/2/2018,,Bellevue University,University,Bachelor of Science in Marketing
24843,0033600001DIWi4AAH,0063600000WdE4FAAV,a1C36000008rUXxEAM,Composition I,3/12/2018,6/2/2018,,Bellevue University,University,Bachelor of Science in Marketing
24844,0033600001DIWi4AAH,0063600000WdE4FAAV,a1C36000007TtJhEAK,Composition I,3/12/2018,6/2/2018,,Bellevue University,University,Bachelor of Science in Marketing
24845,0033600001VNbU9AAL,0063600000WdEMFAA3,a1C36000007TE0pEAG,Leadership Skills for Professionals,1/22/2018,3/23/2018,B,Guild Education,Lead Gen - Post Secondary,Leadership Skills for Professionals
24846,0033600001LczZsAAJ,0063600000WdEWFAA3,a1C36000007TE8tEAG,Leadership Skills for Professionals,1/22/2018,3/23/2018,C,Guild Education,Lead Gen - Post Secondary,Leadership Skills for Professionals
24847,0033600001VNj3DAAT,0063600000WdIsGAAV,a1C36000007TGnwEAG,Basic English for Everyday Interactions,2/19/2018,4/20/2018,A,Guild Education,ELL Program,Basic English for Everyday Interactions
24848,0033600001VNGO9AAP,0063600000WdIskAAF,a1C36000007TGoGEAW,Leadership Skills for Professionals,1/22/2018,3/23/2018,A,Guild Education,Lead Gen - Post Secondary,Leadership Skills for Professionals
24849,00336000019HD9vAAG,0063600000WdLXaAAN,a1C36000007TIKEEA4,Spanish I Intensive,1/22/2018,4/20/2018,C,Guild Education,Lead Gen - Post Secondary,Spanish I Intensive
24850,00336000018ci1gAAA,0063600000WdS6uAAF,a1C36000007TKUSEA4,Intermediate English for Hospitality Employees,1/22/2018,3/9/2018,B,Guild Education,ELL Program,Intermediate English for Hospitality Employees
24851,0033600001VORuyAAH,0063600000WdU1PAAV,a1C36000007TMF5EAO,Management Training Program - 16 Week,2/19/2018,6/15/2018,,Guild Education,Credential,Management Training Program - 16 Week
24852,0033600001VOKlsAAH,0063600000WdV1yAAF,a1C36000007TMhSEAW,Leadership Skills for Professionals,1/22/2018,3/23/2018,A,Guild Education,Lead Gen - Post Secondary,Leadership Skills for Professionals
24853,0033600001FS6zNAAT,0063600000WdhqIAAR,a1C36000007TWWGEA4,Basic English for Everyday Interactions,1/22/2018,3/9/2018,C,Guild Education,ELL Program,Basic English for Everyday Interactions
24854,0033600001VKzDdAAL,0063600000WdiIOAAZ,a1C36000007TXDmEAO,Basic English for Everyday Interactions,2/19/2018,4/6/2018,C,Guild Education,ELL Program,Basic English for Everyday Interactions
24855,0033600001VOao9AAD,0063600000Wdl2KAAR,a1C36000007TaqiEAC,Anatomy & Physiology II + Lab,1/30/2018,6/2/2018,,StraighterLine,StraighterLine/Saylor,Anatomy & Physiology II + Lab
24856,0033600001VOyzWAAT,0063600000WdzdRAAR,a1C36000007TlkWEAS,Leadership Skills for Professionals,1/22/2018,3/23/2018,,Guild Education,Lead Gen - Post Secondary,Leadership Skills for Professionals
24857,0033600001VPPpbAAH,0063600000Wdzs2AAB,a1C36000007Tz48EAC,High School Completion Program,1/30/2018,2/21/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24858,0033600001VPPpbAAH,0063600000Wdzs2AAB,a1C36000007Tz5fEAC,High School Completion Program,5/30/2018,6/29/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24859,0033600001VPPpbAAH,0063600000Wdzs2AAB,a1C36000007Tz64EAC,High School Completion Program,6/30/2018,7/29/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24860,0033600001VPPpbAAH,0063600000Wdzs2AAB,a1C36000007Tz5BEAS,High School Completion Program,3/30/2018,4/29/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24861,0033600001VPPpbAAH,0063600000Wdzs2AAB,a1C36000007Tz4wEAC,High School Completion Program,3/1/2018,3/29/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24862,0033600001VPPpbAAH,0063600000Wdzs2AAB,a1C36000007Tz5aEAC,High School Completion Program,4/30/2018,5/29/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24863,0033600001VOLmtAAH,0063600000We4A9AAJ,a1C36000007VW1iEAG,Penn Foster High School,1/30/2018,2/25/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24864,0033600001VOLmtAAH,0063600000We4A9AAJ,a1C36000007VW2HEAW,Penn Foster High School,3/15/2018,4/14/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24865,0033600001VOLmtAAH,0063600000We4A9AAJ,a1C36000007VW30EAG,Penn Foster High School,4/15/2018,5/14/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24866,0033600001BDuBpAAL,0063600000WeJJmAAN,a1C36000007U1XPEA0,Intermediate English for Hospitality Employees,2/19/2018,4/6/2018,,Guild Education,ELL Program,Intermediate English for Hospitality Employees
24867,0033600001BD1lkAAD,0063600000WeOAAAA3,a1C36000007U9nJEAS,Leadership for Advanced Managers,2/19/2018,5/18/2018,,Guild Education,Credential,Leadership for Advanced Managers
24868,0033600001VPlzIAAT,0063600000WeRx4AAF,a1C36000007UF5GEAW,Leadership Skills for Professionals,2/19/2018,4/20/2018,C,Guild Education,Lead Gen - Post Secondary,Leadership Skills for Professionals
24869,0033600001VQQ42AAH,0063600000WeWjKAAV,a1C36000007UwPZEA0,Penn Foster High School,3/30/2018,4/29/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24870,0033600001VQQ42AAH,0063600000WeWjKAAV,a1C36000007UwP0EAK,Penn Foster High School,2/28/2018,3/1/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24871,0033600001VQQ42AAH,0063600000WeWjKAAV,a1C36000009szfZEAQ,Penn Foster High School,4/30/2018,5/29/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24872,0033600001VQQ42AAH,0063600000WeWjKAAV,a1C36000007UOf2EAG,Penn Foster High School,1/30/2018,1/30/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24873,0033600001WRMqJAAX,0063600000WeX4EAAV,a1C36000007V8UcEAK,High School Completion Program,4/30/2018,5/29/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24874,0033600001WRMqJAAX,0063600000WeX4EAAV,a1C36000007V8S7EAK,High School Completion Program,1/30/2018,2/28/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24875,0033600001WRMqJAAX,0063600000WeX4EAAV,a1C36000007V8VBEA0,High School Completion Program,5/30/2018,6/29/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24876,0033600001WRMqJAAX,0063600000WeX4EAAV,a1C36000007V8VQEA0,High School Completion Program,6/30/2018,7/29/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24877,0033600001WRMqJAAX,0063600000WeX4EAAV,a1C36000007V8T0EAK,High School Completion Program,3/1/2018,3/30/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24878,0033600001WRMqJAAX,0063600000WeX4EAAV,a1C36000007V8TKEA0,High School Completion Program,3/30/2018,4/29/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24879,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000009fPTQEA2,Computer Applications,7/9/2018,8/26/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24880,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000009fPTrEAM,Mathematics Review,5/14/2018,8/26/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24881,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000007VKP5EAO,First Year Experience Seminar,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24882,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000007f1aHEAQ,Ethics for Life,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24883,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000009vDXIEA2,Home Cook: Eating to Dining,9/4/2018,10/22/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24884,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000009vDXOEA2,Math Essentials,9/4/2018,12/17/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24885,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000009vDWyEAM,Astronomy,10/29/2018,12/17/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24886,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000007f1aIEAQ,Intro to Psychology,1/16/2018,3/5/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24887,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000009fPTaEAM,Intro to Psychology,7/9/2018,8/26/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24888,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000009fPTWEA2,Contemporary Global Issues,5/14/2018,7/1/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24889,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000008q7Y1EAI,Ethics for Life,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24890,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000007VKP6EAO,Intro to Critical Thinking,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24891,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000008Ka4YEAS,Intro to Psychology,1/16/2018,3/5/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24892,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000008q7XoEAI,Intro to Psychology,1/16/2018,3/5/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24893,0033600001UjQBJAA3,0063600000Wea8JAAR,a1C36000007VKP7EAO,Ethics for Life,3/12/2018,5/6/2018,,Wilmington University,University,Associate of Arts in Liberal Studies
24894,00336000017IzUeAAK,0063600000WemjCAAR,a1C36000007UzoXEAS,Microbiology + Lab,1/30/2018,6/2/2018,,StraighterLine,StraighterLine/Saylor,Microbiology + Lab
24895,0033600000NqTBlAAN,0063600000WemwjAAB,a1C36000007V0TFEA0,Developmental Writing - 8 Week,2/19/2018,4/20/2018,B,Guild Education,Lead Gen - Post Secondary,Developmental Writing - 8 Week
24896,0033600001WSLAlAAP,0063600000WeqJwAAJ,a1C36000008M3vxEAC,Penn Foster High School,3/15/2018,4/14/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24897,0033600001WSLAlAAP,0063600000WeqJwAAJ,a1C36000008M3xeEAC,Penn Foster High School,4/16/2018,5/14/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24898,0033600001WSLAlAAP,0063600000WeqJwAAJ,a1C36000008M3v4EAC,Penn Foster High School,2/15/2018,2/15/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24899,0033600001LcRVeAAN,0063600000WeqRRAAZ,a1C36000007V6oAEAS,Introduction to Psychology,2/15/2018,6/18/2018,,StraighterLine,StraighterLine/Saylor,Introduction to Psychology
24900,0033600000OlVi9AAF,0063600000WerecAAB,a1C36000007V7idEAC,Career & Academic Planning,2/19/2018,4/20/2018,,Guild Education,Lead Gen - Post Secondary,Career & Academic Planning
24901,0033600001WSORiAAP,0063600000WetgFAAR,a1C36000007VCE1EAO,Anatomy & Physiology I + Lab,2/15/2018,6/18/2018,,StraighterLine,StraighterLine/Saylor,Anatomy & Physiology I + Lab
24902,0033600000tJg0eAAC,0063600000WetspAAB,a1C36000007VDNwEAO,College Algebra,2/15/2018,6/18/2018,,StraighterLine,StraighterLine/Saylor,College Algebra
24903,0033600001WSWk9AAH,0063600000Weu5iAAB,a1C36000007VNntEAG,High School Completion Program,2/15/2018,3/14/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24904,0033600001WSWk9AAH,0063600000Weu5iAAB,a1C36000007VNr7EAG,High School Completion Program,6/15/2018,7/14/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24905,0033600001WSWk9AAH,0063600000Weu5iAAB,a1C36000007VNq4EAG,High School Completion Program,4/15/2018,5/14/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24906,0033600001WSWk9AAH,0063600000Weu5iAAB,a1C36000007VNodEAG,High School Completion Program,3/15/2018,4/14/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24907,0033600001WSWk9AAH,0063600000Weu5iAAB,a1C36000007VNqdEAG,High School Completion Program,5/15/2018,6/14/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24908,0033600001TkCzSAAV,0063600000WezHRAAZ,a1C36000007VebyEAC,Hist & Sys of Psych,3/5/2018,4/29/2018,,Brandman University,University,"Bachelor of Arts in Psychology, Industrial/Organizational"
24909,0033600001TkCzSAAV,0063600000WezHRAAZ,a1C36000008q2LBEAY,Hist & Sys of Psych,3/5/2018,4/29/2018,A,Brandman University,University,"Bachelor of Arts in Psychology, Industrial/Organizational"
24910,0033600001TkCzSAAV,0063600000WezHRAAZ,a1C36000008q2L9EAI,Critical Thinking,3/5/2018,4/29/2018,A,Brandman University,University,"Bachelor of Arts in Psychology, Industrial/Organizational"
24911,0033600001TkCzSAAV,0063600000WezHRAAZ,a1C36000007VebuEAC,Physiological Psychology,4/30/2018,6/24/2018,,Brandman University,University,"Bachelor of Arts in Psychology, Industrial/Organizational"
24912,0033600001TkCzSAAV,0063600000WezHRAAZ,a1C36000007VebtEAC,Writing & Rhetoric,6/25/2018,8/19/2018,,Brandman University,University,"Bachelor of Arts in Psychology, Industrial/Organizational"
24913,0033600001TkCzSAAV,0063600000WezHRAAZ,a1C36000009fmrjEAA,Physiological Psychology,4/30/2018,6/24/2018,,Brandman University,University,"Bachelor of Arts in Psychology, Industrial/Organizational"
24914,0033600001TkCzSAAV,0063600000WezHRAAZ,a1C36000007VebwEAC,Critical Thinking,3/5/2018,4/29/2018,,Brandman University,University,"Bachelor of Arts in Psychology, Industrial/Organizational"
24915,0033600001WSlMyAAL,0063600000WezIzAAJ,a1C36000008MNhZEAW,Penn Foster High School,4/30/2018,5/29/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24916,0033600001WSlMyAAL,0063600000WezIzAAJ,a1C36000008MNhUEAW,Penn Foster High School,3/30/2018,4/29/2018,Failed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24917,0033600001WSlMyAAL,0063600000WezIzAAJ,a1C36000008MNiIEAW,Penn Foster High School,5/30/2018,6/29/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24918,0033600001WSlMyAAL,0063600000WezIzAAJ,a1C36000008LHKtEAO,Penn Foster High School,2/28/2018,2/28/2018,Passed,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24919,0033600001VPyngAAD,0063600000WezcOAAR,a1C36000008KFqjEAG,Intro to Psychology,3/12/2018,5/6/2018,,Wilmington University,University,"B.S. in Health Sciences, Prehealth Professional Focus"
24920,0033600001VPyngAAD,0063600000WezcOAAR,a1C36000008qwOKEAY,Life Span Development,3/12/2018,5/6/2018,,Wilmington University,University,"B.S. in Health Sciences, Prehealth Professional Focus"
24921,0033600001VPyngAAD,0063600000WezcOAAR,a1C36000008KFqlEAG,Life Span Development,3/12/2018,5/6/2018,,Wilmington University,University,"B.S. in Health Sciences, Prehealth Professional Focus"
24922,0033600001VPyngAAD,0063600000WezcOAAR,a1C36000008q7YSEAY,Life Span Development,3/12/2018,5/6/2018,,Wilmington University,University,"B.S. in Health Sciences, Prehealth Professional Focus"
24923,0033600001VN8IVAA1,0063600000Wf0AZAAZ,a1C36000008NPGiEAO,Term 1,2/18/2018,8/18/2018,,Brandman University,University,Brandman MyPath Bachelor of Science in Information Technology
24924,0033600001ScMgAAAV,0063600000Wf0B3AAJ,a1C36000008Lv5oEAC,Term 1,2/7/2018,8/7/2018,,Brandman University,University,Brandman MyPath Bachelor of Business Administration
24925,0033600001TlqLkAAJ,0063600000Wf4YjAAJ,a1C36000008q8YQEAY,Financial Reporting and Analys,3/12/2018,6/2/2018,,Bellevue University,University,Master of Business Administration
24926,0033600001TlqLkAAJ,0063600000Wf4YjAAJ,a1C36000009uDKMEA2,Human Capital & Organizational,6/4/2018,8/11/2018,,Bellevue University,University,Master of Business Administration
24927,0033600001TlqLkAAJ,0063600000Wf4YjAAJ,a1C36000008q7YXEAY,Business Performance Managemen,3/12/2018,6/2/2018,,Bellevue University,University,Master of Business Administration
24928,0033600001TlqLkAAJ,0063600000Wf4YjAAJ,a1C36000008KFqkEAG,Business Performance Managemen,3/12/2018,6/2/2018,,Bellevue University,University,Master of Business Administration
24929,0033600001TlqLkAAJ,0063600000Wf4YjAAJ,a1C36000008pAqUEAU,Business Performance Managemen,3/12/2018,6/2/2018,,Bellevue University,University,Master of Business Administration
24930,0033600001WT2NlAAL,0063600000Wf5S3AAJ,a1C36000008Kza7EAC,Penn Foster High School,4/15/2018,5/14/2018,,Penn Foster High School,Lead Gen - Secondary,High School Completion Program
24931,0033600001VN9SiAAL,0063600000Wf61qAAB,a1C36000007VZc5EAG,Management Training Program - 16 Week,2/19/2018,6/15/2018,,Guild Education,Credential,Management Training Program - 16 Week
